ID beacon'a;Moc rozgÅ‚aszania;RSSI;Dystans;Czas;ID urzÄ…dzenia;Poziom baterii;;;;;Dystans;Przed odsianiem;Po odsianiu;Dystans;Odrzuconych;Wszystkich;Odrzuconych [%];Œr. RSSI;Œr. RSSI po odsianiu
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:07:16;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:07:47;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:07:48;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-64;0,5;03-12-2015 15:07:49;GT-I9515 - 1a88bbcf523c933c;32;;;;;0,5;-64;-64;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:09:08;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:09:24;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:09:25;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:09:26;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:09:39;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:09:40;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:09:40;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:09:41;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:09:57;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:09:57;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:10:11;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:10:12;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:10:12;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
F4:1C:50:21:23:FD;-4;-68;0,75;03-12-2015 15:10:28;GT-I9515 - 1a88bbcf523c933c;31;;;;;0,75;-68;-68;;;;;;
